"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Trappc6b",1.96728501376911e-13,0.868090802905872,0.459,0.289,3.15650880459253e-09,"3","Trappc6b"
"Fkbp1a",1.9826919700493e-13,0.496923151020634,0.789,0.637,3.1812292659441e-09,"3","Fkbp1a"
"Nbdy1",2.25248855031353e-13,0.894734695858116,0.396,0.23,3.61411787897806e-09,"3","Nbdy"
"Uhrf1bp1l",2.26052102461553e-13,1.24266601046651,0.265,0.13,3.62700598399561e-09,"3","Uhrf1bp1l"
"Chchd2",2.33535500088051e-13,0.351151295838097,0.94,0.866,3.74707709891278e-09,"3","Chchd2"
"Tubb2a1",2.58473837222926e-13,0.755903202420911,0.613,0.448,4.14721271824186e-09,"3","Tubb2a"
"Anapc131",2.69973112133469e-13,0.732671773216065,0.541,0.356,4.33171858418151e-09,"3","Anapc13"
"Kif5b",2.76116516790976e-13,0.602677780480118,0.718,0.577,4.43028951191121e-09,"3","Kif5b"
"Fam129a1",2.88504056453637e-13,0.748140295826417,0.644,0.503,4.62904758579861e-09,"3","Fam129a"
"Gtf2a2",3.09098264162927e-13,1.05152150294292,0.399,0.239,4.95948164849417e-09,"3","Gtf2a2"
"Grpel1",3.12539131645771e-13,0.904637883184807,0.43,0.265,5.0146903672564e-09,"3","Grpel1"
"Psmb31",3.40697240797831e-13,0.631576006162525,0.65,0.475,5.4664872286012e-09,"3","Psmb3"
"Ndufa12",3.51348708280924e-13,0.935714632515585,0.373,0.215,5.63739002436743e-09,"3","Ndufa12"
"Nradd",3.84606510041715e-13,1.15459826953712,0.285,0.145,6.17101145361932e-09,"3","Nradd"
"Vamp81",4.28777313358690e-13,0.694174729195848,0.504,0.325,6.87973199284019e-09,"3","Vamp8"
"Trp53inp2",5.16678174796059e-13,1.05869792602271,0.308,0.16,8.29010131460276e-09,"3","Trp53inp2"
"Sf3b2",5.2775244089401e-13,0.647113139884959,0.675,0.52,8.4677879141444e-09,"3","Sf3b2"
"Prdx51",5.52384585855303e-13,0.460122686068843,0.778,0.587,8.86301068004833e-09,"3","Prdx5"
"Mapre3",5.69313977757262e-13,0.901836108948559,0.322,0.169,9.13464277311527e-09,"3","Mapre3"
"Tmem30a",6.36080952056275e-13,0.604001222973055,0.658,0.486,1.02059188757429e-08,"3","Tmem30a"
"Bin11",6.39589959027082e-13,0.828954639642297,0.487,0.325,1.02622208925895e-08,"3","Bin1"
"Ncor1",6.44353480516812e-13,0.678560016135782,0.684,0.536,1.03386515948923e-08,"3","Ncor1"
"Dach11",6.47501032903601e-13,1.0274548016813,0.305,0.156,1.03891540729383e-08,"3","Dach1"
"Mid1ip1",9.11520892128552e-13,0.928298212486621,0.328,0.173,1.46253527142026e-08,"3","Mid1ip1"
"Nbea",9.22628635430922e-13,1.0341933040824,0.313,0.167,1.48035764554891e-08,"3","Nbea"
"Cd44",9.4486971615971e-13,0.618356555529508,0.527,0.349,1.51604345957825e-08,"3","Cd44"
"Tshz11",1.12819185606423e-12,0.69186201158082,0.53,0.354,1.81018383305506e-08,"3","Tshz1"
"Arrdc41",1.23954740497888e-12,0.906181900686048,0.373,0.214,1.98885381128862e-08,"3","Arrdc4"
"Arhgap281",1.3812954661319e-12,0.979750757477061,0.348,0.193,2.21628857540863e-08,"3","Arhgap28"
"Stk24",1.78835593791793e-12,0.961931760884753,0.376,0.222,2.86941710238931e-08,"3","Stk24"
"Rnf7",1.91369272530651e-12,0.765581737362967,0.493,0.327,3.0705199777543e-08,"3","Rnf7"
"Oaz11",1.93157658569213e-12,0.343328877318509,0.949,0.866,3.09921463174303e-08,"3","Oaz1"
"Nol7",2.26760422404827e-12,0.734891393301146,0.595,0.44,3.63837097748545e-08,"3","Nol7"
"Atxn1",2.67147824748357e-12,1.22653153765559,0.251,0.123,4.28638684808739e-08,"3","Atxn1"
"Wls1",3.34390688121886e-12,0.564370317487209,0.735,0.604,5.36529859091566e-08,"3","Wls"
"Rwdd11",3.43133551941995e-12,0.678696589060406,0.521,0.353,5.50557784090931e-08,"3","Rwdd1"
"Tgfbr31",4.58494355282303e-12,0.50182112366228,0.786,0.626,7.35654193050455e-08,"3","Tgfbr3"
"Tax1bp1",5.57887028206293e-12,0.536123616848844,0.746,0.611,8.95129736756997e-08,"3","Tax1bp1"
"Arid5b1",5.79308235494104e-12,0.564794039359773,0.712,0.574,9.2950006385029e-08,"3","Arid5b"
"Clec2d",7.03230979225993e-12,0.933861849756317,0.353,0.202,1.12833410616811e-07,"3","Clec2d"
"Anxa12",7.10483884693471e-12,0.357775116233475,0.875,0.763,1.13997139299067e-07,"3","Anxa1"
"Hsbp11",7.28530769390216e-12,0.562700394384378,0.692,0.531,1.1689276194866e-07,"3","Hsbp1"
"Tuba1a1",7.64613800441521e-12,0.4280419892574,0.9,0.816,1.22682284280842e-07,"3","Tuba1a"
"Marchf2",8.01003958216263e-12,1.0407108938596,0.342,0.201,1.28521085095799e-07,"3","Marchf2"
"Ubxn11",9.02311187094349e-12,0.511080764113584,0.692,0.553,1.44775829969288e-07,"3","Ubxn1"
"Cnot10",9.05453677843642e-12,1.02416018286153,0.276,0.145,1.45280042610012e-07,"3","Cnot10"
"Klhl51",9.2188814355354e-12,0.97766093218409,0.336,0.193,1.47916952633165e-07,"3","Klhl5"
"Atp5e1",9.50009778619809e-12,0.342503953748731,0.923,0.824,1.52429068979548e-07,"3","Atp5e"
"Cct6a",1.00231152965467e-11,0.72185443820866,0.504,0.351,1.60820884933091e-07,"3","Cct6a"
"Banf1",1.13568088811084e-11,0.827659559517283,0.43,0.277,1.82219998497385e-07,"3","Banf1"
"Ssu721",1.2542701735664e-11,0.851307060392245,0.439,0.288,2.0124764934873e-07,"3","Ssu72"
"Cetn2",1.28088329143618e-11,0.769405263942124,0.419,0.263,2.05517724110935e-07,"3","Cetn2"
"Lmna1",1.41024234793288e-11,0.328955524290148,0.949,0.838,2.26273384725831e-07,"3","Lmna"
"Drap1",1.486854590206e-11,0.519231888875963,0.735,0.596,2.38565818998552e-07,"3","Drap1"
"Rtf1",1.49165577353457e-11,0.701685102926847,0.556,0.407,2.39336168863621e-07,"3","Rtf1"
"Lix1l",1.58851670414964e-11,0.819034801521509,0.453,0.294,2.54877505180809e-07,"3","Lix1l"
"Psmc41",1.66066180775402e-11,0.939387573957816,0.43,0.289,2.66453187054133e-07,"3","Psmc4"
"Aktip",1.67095322534545e-11,1.16079372131364,0.265,0.136,2.68104445006678e-07,"3","Aktip"
"Ppme1",1.84518479659318e-11,1.12770171365319,0.256,0.132,2.96059900613376e-07,"3","Ppme1"
"Ost41",1.90015985281384e-11,0.516763999566511,0.735,0.616,3.04880648383981e-07,"3","Ost4"
"Hdac5",2.32289410360465e-11,0.959344020012729,0.285,0.15,3.72708358923366e-07,"3","Hdac5"
"Spop",2.66793585571882e-11,0.630753863094219,0.65,0.536,4.28070308050084e-07,"3","Spop"
"Atp5j",2.71203608114903e-11,0.335076453872242,0.852,0.688,4.35146189220362e-07,"3","Atp5j"
"Trio1",2.96395839208846e-11,0.827734901450131,0.439,0.291,4.75567124010593e-07,"3","Trio"
"Pin11",3.14737768262628e-11,0.893757515210411,0.407,0.26,5.04996749177387e-07,"3","Pin1"
"Crybg3",3.37082335442746e-11,0.784340668033781,0.405,0.257,5.40848607217886e-07,"3","Crybg3"
"Eif5b",3.55195621250849e-11,0.612322640016191,0.672,0.545,5.69911374296987e-07,"3","Eif5b"
"Map1lc3b",3.60418617604518e-11,0.373727202408129,0.869,0.736,5.78291671946449e-07,"3","Map1lc3b"
"Prpf4b",3.92734790400428e-11,0.49464976608315,0.729,0.581,6.30142971197487e-07,"3","Prpf4b"
"Mlf2",4.06868771068330e-11,0.744539095421206,0.516,0.363,6.52820943179136e-07,"3","Mlf2"
"Mfap51",4.12160681362989e-11,0.261250850802087,0.846,0.665,6.61311813246915e-07,"3","Mfap5"
"Fbxo6",4.29454181051228e-11,1.10359631125938,0.262,0.137,6.89059233496696e-07,"3","Fbxo6"
"Hk1",4.77508156190131e-11,1.15351740875646,0.302,0.172,7.66161836607065e-07,"3","Hk1"
"Jam3",5.12094441836336e-11,0.902521052615793,0.296,0.161,8.216555319264e-07,"3","Jam3"
"D8Ertd738e1",5.40321712590837e-11,0.538404816541967,0.718,0.564,8.66946187851998e-07,"3","D8Ertd738e"
"Tmem245",5.76532012048243e-11,0.862027663915739,0.333,0.191,9.25045613331406e-07,"3","Tmem245"
"Mrps211",5.84272280671242e-11,0.621730727067973,0.533,0.376,9.37464874337008e-07,"3","Mrps21"
"Fgf7",5.95064698690166e-11,0.915446932426858,0.299,0.162,9.54781309048372e-07,"3","Fgf7"
"Mthfd2l",6.29692535301152e-11,1.21057065531077,0.265,0.141,1.0103416728907e-06,"3","Mthfd2l"
"Fmc11",7.38290706628806e-11,0.786103956397215,0.453,0.303,1.18458743878592e-06,"3","Fmc1"
"Mdh1",7.96366010187289e-11,0.706398101578189,0.558,0.406,1.27776926334551e-06,"3","Mdh1"
"Ahnak2",9.10045589329573e-11,0.598660293509826,0.601,0.443,1.4601681480793e-06,"3","Ahnak2"
"Nap1l4",1.03185745525137e-10,0.848578981670546,0.419,0.273,1.65561528695083e-06,"3","Nap1l4"
"Lzts21",1.08221293639384e-10,0.755682522507219,0.407,0.255,1.73641065644391e-06,"3","Lzts2"
"Tbx3",1.08626821651553e-10,1.06169528059842,0.254,0.129,1.74291735339918e-06,"3","Tbx3"
"Peg13",1.11180448057791e-10,0.943258914434829,0.311,0.173,1.78389028908725e-06,"3","Peg13"
"Hsd17b101",1.14428850817446e-10,0.690643420256921,0.499,0.345,1.83601091136593e-06,"3","Hsd17b10"
"Ndufa8",1.19571070958055e-10,0.647930328589627,0.516,0.369,1.91851783352199e-06,"3","Ndufa8"
"Ccs1",1.23598278156591e-10,0.970527165436711,0.353,0.217,1.98313437302251e-06,"3","Ccs"
"Uqcrfs1",1.26144431037158e-10,0.689200807992703,0.47,0.315,2.0239873959912e-06,"3","Uqcrfs1"
"Lrrfip2",1.26704161558631e-10,0.85182207613715,0.419,0.274,2.03296827220823e-06,"3","Lrrfip2"
"Ube2v21",1.29422098871634e-10,0.898248175378362,0.37,0.234,2.07657757639536e-06,"3","Ube2v2"
"Dapk3",1.33977569857731e-10,0.964100846352156,0.305,0.175,2.14967010836729e-06,"3","Dapk3"
"Higd2a1",1.35095552333734e-10,0.692742502323999,0.513,0.36,2.16760813719476e-06,"3","Higd2a"
"Msl3",1.46659815884482e-10,0.943454459165507,0.376,0.237,2.35315674586651e-06,"3","Msl3"
"Pomp1",1.63637756741036e-10,0.578453380981534,0.678,0.54,2.62556780690992e-06,"3","Pomp"
"Pgp",1.64115426817723e-10,0.822171236665376,0.402,0.253,2.63323202329037e-06,"3","Pgp"
"Rps141",2.0879509598221e-10,0.281391779018675,0.972,0.927,3.35011731503457e-06,"3","Rps14"
"Psmc2",2.15232703022869e-10,0.745315175719655,0.439,0.295,3.45340872000193e-06,"3","Psmc2"
"Ahsa1",2.3245771730449e-10,1.01852528283957,0.308,0.177,3.72978407415055e-06,"3","Ahsa1"
"Adgrl1",2.77422123468173e-10,0.69438036723338,0.427,0.278,4.45123797104683e-06,"3","Adgrl1"
"Gng51",2.97517785546793e-10,0.426416030497614,0.84,0.692,4.7736728690983e-06,"3","Gng5"
"Prdx41",3.00855226844759e-10,0.564650233383148,0.57,0.408,4.82722211472415e-06,"3","Prdx4"
"Atp6v1f1",3.10375072618392e-10,0.574861224301541,0.67,0.531,4.97996804016209e-06,"3","Atp6v1f"
"Rps171",3.1562773147032e-10,0.391150002061286,0.86,0.762,5.06424695144128e-06,"3","Rps17"
"Ubc",3.51149005164785e-10,0.334654098818718,0.989,0.953,5.63418578786897e-06,"3","Ubc"
"Tmem2561",4.01137563438578e-10,0.472662588253414,0.726,0.58,6.43625220537198e-06,"3","Tmem256"
"Klc11",4.71775389263594e-10,0.642980860615893,0.536,0.386,7.56963612073436e-06,"3","Klc1"
"Park71",4.80286245718672e-10,0.47247587752965,0.718,0.567,7.70619281255609e-06,"3","Park7"
"Psmb41",4.97235841953442e-10,0.479679500877078,0.687,0.558,7.97814908414297e-06,"3","Psmb4"
"Tax1bp3",5.06514772385373e-10,0.69841325838613,0.447,0.304,8.12702952292331e-06,"3","Tax1bp3"
"Dennd6a",5.35693764799144e-10,0.863922907231714,0.376,0.242,8.59520645620227e-06,"3","Dennd6a"
"Chst151",5.5158244649905e-10,0.836222844717256,0.308,0.174,8.85014035407725e-06,"3","Chst15"
"Actr10",5.99921653989453e-10,0.805119043138599,0.439,0.301,9.62574293826077e-06,"3","Actr10"
"Lamtor21",6.37154234142523e-10,0.538318632124844,0.615,0.466,1.02231396868168e-05,"3","Lamtor2"
"Kmt5a",8.02554928889771e-10,0.809938719595171,0.322,0.188,1.28769938340364e-05,"3","Kmt5a"
"Stim1",8.11738368971437e-10,0.868219259108385,0.342,0.214,1.30243421301467e-05,"3","Stim1"
"Swi51",8.16565751242157e-10,0.530937999072759,0.681,0.566,1.31017974786804e-05,"3","Swi5"
"Rps231",8.38603284452397e-10,0.275298482605492,0.963,0.874,1.34553896990387e-05,"3","Rps23"
"Cacnb31",8.69220417558078e-10,0.904232011245958,0.322,0.194,1.39466415997194e-05,"3","Cacnb3"
"Psma71",8.87396830094563e-10,0.405356582143323,0.764,0.627,1.42382821388673e-05,"3","Psma7"
"Tiprl1",9.42074965984941e-10,0.834626657515142,0.405,0.268,1.51155928292284e-05,"3","Tiprl"
"Slc25a171",9.66655147329425e-10,0.893075628182201,0.359,0.228,1.55099818389006e-05,"3","Slc25a17"
"Cyc11",9.98491586196821e-10,0.65900884962819,0.476,0.329,1.6020797500528e-05,"3","Cyc1"
"Actr2",1.07606015145696e-09,0.556255884784993,0.553,0.395,1.72653851301269e-05,"3","Actr2"
"Oip5os1",1.11954037980914e-09,0.535398195531697,0.524,0.376,1.79630253940376e-05,"3","Oip5os1"
"Pls3",1.13107757543121e-09,0.909563307962857,0.407,0.271,1.81481396977938e-05,"3","Pls3"
"Mrps12",1.19176135451342e-09,0.882380204732732,0.359,0.228,1.91218109331678e-05,"3","Mrps12"
"Mrps5",1.33841586742837e-09,0.956166586168216,0.282,0.162,2.14748825928881e-05,"3","Mrps5"
"Rbm8a",1.3532516638937e-09,0.608092454816562,0.561,0.415,2.17129229471744e-05,"3","Rbm8a"
"Denn2b",1.41475703096238e-09,0.973116855426692,0.336,0.21,2.26997765617913e-05,"3","Denn2b"
"Actr31",1.47423493120992e-09,0.689584285412869,0.484,0.349,2.36540994712632e-05,"3","Actr3"
"Ccdc50",1.49283489880832e-09,0.554420019040186,0.607,0.46,2.39525359513795e-05,"3","Ccdc50"
"Polr2c",1.54236023145532e-09,0.882730165951296,0.399,0.268,2.47471699137006e-05,"3","Polr2c"
"Spag7",1.6360025652133e-09,0.56439369391915,0.359,0.217,2.62496611588474e-05,"3","Spag7"
"Snhg181",1.64183513773388e-09,0.45292607891986,0.724,0.6,2.63432447849401e-05,"3","Snhg18"
"H2az21",1.83059369486055e-09,0.546701522931066,0.627,0.5,2.93718758340375e-05,"3","H2az2"
"Ccdc82",1.86092465485119e-09,0.86672780486626,0.311,0.185,2.98585360870874e-05,"3","Ccdc82"
"Prpsap1",1.96876845116416e-09,0.799551927624243,0.385,0.25,3.1588889798929e-05,"3","Prpsap1"
"Psma41",1.97934381685581e-09,0.56840114116934,0.547,0.409,3.17585715414515e-05,"3","Psma4"
"Ramp11",2.36088030869364e-09,0.715358219644973,0.308,0.179,3.78803245529895e-05,"3","Ramp1"
"Sdhc",2.47721722982626e-09,0.737229588175178,0.385,0.253,3.97469504525624e-05,"3","Sdhc"
"Pdap1",2.62285181576326e-09,0.454409880284028,0.715,0.572,4.20836573839215e-05,"3","Pdap1"
"Trir",2.71776175429084e-09,0.557637887491694,0.57,0.442,4.36064873475966e-05,"3","Trir"
"Wbp1",2.88830895090043e-09,1.01154491651932,0.251,0.139,4.63429171171975e-05,"3","Wbp1"
"Ndufa3",2.92242342862803e-09,0.507497390638452,0.624,0.489,4.68902839123368e-05,"3","Ndufa3"
"Pfdn2",3.08028339292777e-09,0.659515686639168,0.519,0.378,4.9423147039526e-05,"3","Pfdn2"
"Psma61",3.24576938603403e-09,0.825048694328751,0.444,0.313,5.2078369798916e-05,"3","Psma6"
"Col12a11",3.25871539092367e-09,0.365196162348078,0.718,0.517,5.22860884473704e-05,"3","Col12a1"
"Tacc1",3.84424005457103e-09,0.471834307015772,0.607,0.461,6.16808316755921e-05,"3","Tacc1"
"Ntan11",4.24453287919684e-09,0.706295314541842,0.433,0.298,6.81035300467133e-05,"3","Ntan1"
"Ostf11",4.24998333137039e-09,0.564457716245708,0.481,0.337,6.81909825518378e-05,"3","Ostf1"
"Bri3",4.57331909493851e-09,0.451894024728273,0.709,0.578,7.33789048782885e-05,"3","Bri3"
"Uba2",4.76504787684658e-09,1.07126368757909,0.308,0.188,7.64551931840033e-05,"3","Uba2"
"Gde11",4.78557160846774e-09,0.695458722766353,0.362,0.228,7.67844964578649e-05,"3","Gde1"
"Arid4a",4.95446073330479e-09,0.769330552420051,0.368,0.229,7.94943224658754e-05,"3","Arid4a"
"Samhd11",5.10702052641023e-09,0.642383121313194,0.447,0.304,8.19421443462521e-05,"3","Samhd1"
"Rab11b",5.11099681886733e-09,0.525743566494544,0.573,0.418,8.20059439587263e-05,"3","Rab11b"
"Snrpe1",5.13327061984448e-09,0.478559876748753,0.621,0.471,8.23633270954047e-05,"3","Snrpe"
"Capn21",5.15481192661887e-09,0.53207996963321,0.57,0.443,8.27089573625997e-05,"3","Capn2"
"Slc25a5",5.27298777274471e-09,0.420350970615472,0.661,0.524,8.46050888136889e-05,"3","Slc25a5"
"Ctsc1",5.30139590413677e-09,0.522278947902107,0.396,0.248,8.50608972818745e-05,"3","Ctsc"
"Ppp1r111",5.86373990156057e-09,0.64447329271204,0.39,0.254,9.40837067205393e-05,"3","Ppp1r11"
"Ccdc88a",5.91125158351367e-09,0.703449996583124,0.484,0.346,9.48460316574768e-05,"3","Ccdc88a"
"Hipk21",6.17652187508618e-09,0.767943022140368,0.325,0.2,9.91022934857578e-05,"3","Hipk2"
"Itga5",6.23057839255483e-09,0.976855328992332,0.336,0.217,9.99696303085422e-05,"3","Itga5"
"Rps27l1",6.65667611235683e-09,0.395667489146844,0.778,0.647,0.000106806368222765,"3","Rps27l"
"Zcrb1",6.99907048996166e-09,0.619252518172504,0.51,0.373,0.000112300086011435,"3","Zcrb1"
"Sec11a1",7.31136162166453e-09,0.552508347645885,0.55,0.415,0.000117310797219607,"3","Sec11a"
"Lrrfip1",7.38275678418604e-09,0.969186413236694,0.33,0.212,0.000118456332602265,"3","Lrrfip1"
"Camk2d",7.61546970762201e-09,0.727500495369091,0.439,0.31,0.000122190211458795,"3","Camk2d"
"Selenow1",7.73269599165117e-09,0.363107372545811,0.906,0.835,0.000124071107186043,"3","Selenow"
"Psma31",7.80183302081238e-09,0.512804640568955,0.641,0.511,0.000125180410818935,"3","Psma3"
"Armc1",7.90764506044731e-09,0.965362278830988,0.296,0.179,0.000126878164994877,"3","Armc1"
"Hnrnph3",8.06672305223185e-09,0.939140458836369,0.325,0.207,0.00012943057137306,"3","Hnrnph3"
"Thoc71",8.12486967157501e-09,0.512330978000946,0.575,0.432,0.000130363533880421,"3","Thoc7"
"Upf2",8.37203850690694e-09,0.720725829645702,0.376,0.243,0.000134329357843322,"3","Upf2"
"Rsbn1l1",8.45770884060699e-09,0.706264082600714,0.407,0.277,0.000135703938347539,"3","Rsbn1l"
"Nudc1",8.89827914195166e-09,0.606830369616371,0.499,0.36,0.000142772888832614,"3","Nudc"
"Gadd45a",1.02480996369392e-08,0.540886379981978,0.393,0.249,0.000164430758674689,"3","Gadd45a"
"Snf8",1.0473316214161e-08,0.724521749306822,0.373,0.248,0.000168044358656213,"3","Snf8"
"Prkacb",1.07128035258926e-08,0.826298881397704,0.387,0.261,0.000171886932572947,"3","Prkacb"
"Idh21",1.18353753242691e-08,0.668738274089591,0.385,0.25,0.000189898597077897,"3","Idh2"
"Tpi11",1.24207845907902e-08,0.488461884854235,0.641,0.508,0.000199291488759228,"3","Tpi1"
"Ube2e31",1.32092283174857e-08,0.717276819617547,0.385,0.249,0.000211942068354058,"3","Ube2e3"
"Mphosph8",1.33164163056625e-08,0.800746521787032,0.362,0.229,0.000213661899624355,"3","Mphosph8"
"Syf2",1.48668868609993e-08,0.535497121311097,0.575,0.436,0.000238539199684734,"3","Syf2"
"Hibadh",1.49815930863716e-08,0.791436240244709,0.359,0.238,0.000240379661070833,"3","Hibadh"
"Ddx39b",1.52691508529289e-08,0.565830827019212,0.521,0.385,0.000244993525435245,"3","Ddx39b"
"H2az11",1.58313769703026e-08,0.566887818728636,0.707,0.598,0.000254014443488506,"3","H2az1"
"Prorsd1",1.61975824948431e-08,0.905935647240087,0.302,0.186,0.000259890211129758,"3","Prorsd1"
"mt-Tc1",1.75428528892562e-08,0.448303169678302,0.37,0.233,0.000281475074608115,"3","mt-Tc"
"Mrpl181",1.88825202741866e-08,0.858823222858327,0.319,0.201,0.000302970037799325,"3","Mrpl18"
"Tln2",1.91459848858111e-08,0.671868803070415,0.316,0.192,0.000307197327492839,"3","Tln2"
"Flot11",1.92409347169971e-08,0.670146128845117,0.413,0.279,0.000308720797534219,"3","Flot1"
"Enpp21",1.93713696901155e-08,1.24847348770563,0.308,0.195,0.000310813626677903,"3","Enpp2"
"Serinc3",2.01883631345924e-08,0.443583520357553,0.658,0.543,0.000323922286494536,"3","Serinc3"
"Mrpl14",2.02443075670882e-08,0.625331485154342,0.419,0.289,0.000324819914913931,"3","Mrpl14"
"Sucla2",2.19530849067715e-08,0.836638469162732,0.319,0.199,0.000352237247329149,"3","Sucla2"
"Chmp2a",2.24893123747731e-08,0.468233388862488,0.664,0.538,0.000360841017053234,"3","Chmp2a"
"Psmb11",2.37493914385554e-08,0.44853971058757,0.692,0.583,0.000381058985631621,"3","Psmb1"
"Capns11",2.46688411264596e-08,0.353579176237689,0.843,0.751,0.000395811555874044,"3","Capns1"
"Epas11",2.49218268626334e-08,0.610573808264124,0.419,0.279,0.000399870712010953,"3","Epas1"
"Eif3g1",2.81845992932588e-08,0.712432296763027,0.402,0.282,0.000452221895660338,"3","Eif3g"
"Churc1",3.02866168057259e-08,0.715348251463185,0.41,0.284,0.000485948766647872,"3","Churc1"
"Edem1",3.21785061429658e-08,0.878990942743089,0.299,0.186,0.000516304131063887,"3","Edem1"
"Pbrm11",3.5214315611681e-08,0.570488114837847,0.581,0.461,0.000565013693989421,"3","Pbrm1"
"Cers4",3.55745637216134e-08,0.693140864248412,0.325,0.202,0.000570793874913287,"3","Cers4"
"Tnrc6b",3.59615477596058e-08,0.519824134254866,0.61,0.468,0.000577003033802875,"3","Tnrc6b"
"Ssb",3.73087651555469e-08,0.43964174936696,0.672,0.556,0.00059861913692075,"3","Ssb"
"Mtln",3.75280898959173e-08,0.837907621456725,0.319,0.201,0.000602138202379993,"3","Mtln"
"Fbxw2",3.77802915991321e-08,0.831146203602539,0.333,0.214,0.000606184778708075,"3","Fbxw2"
"Higd1a",3.77858915689689e-08,0.327909227048832,0.519,0.37,0.000606274630224106,"3","Higd1a"
"Tomm221",3.91472330974113e-08,0.56747027300957,0.464,0.33,0.000628117355047965,"3","Tomm22"
"Uqcrc11",3.92559168182244e-08,0.608412460038516,0.473,0.345,0.00062986118534841,"3","Uqcrc1"
"Fhl21",4.04061299652078e-08,0.458750179272393,0.442,0.292,0.000648316355291759,"3","Fhl2"
"Cyth2",4.06738118820886e-08,0.861769913417766,0.296,0.183,0.000652611311648111,"3","Cyth2"
"Ap1s11",4.1335266904821e-08,0.816320645074096,0.333,0.215,0.000663224357487853,"3","Ap1s1"
"Synm1",4.27226643040892e-08,0.859113337931983,0.308,0.189,0.000685485148759111,"3","Synm"
"Cyhr1",4.46696725744974e-08,0.776100686710124,0.399,0.276,0.000716724896457811,"3","Cyhr1"
"Msn",4.70546705061782e-08,0.512231981648839,0.632,0.513,0.00075499218827163,"3","Msn"
"Nsmce11",4.71654846492356e-08,0.639859284973701,0.37,0.244,0.000756770201196986,"3","Nsmce1"
"Cfap36",4.8582500791265e-08,0.676464653478553,0.339,0.217,0.000779506225195848,"3","Cfap36"
"Smc3",4.89979323855361e-08,0.59524826021533,0.501,0.371,0.000786171825125927,"3","Smc3"
"Ik",5.04104985479118e-08,0.672251843286939,0.444,0.323,0.000808836449201244,"3","Ik"
"Btf31",5.14312690477402e-08,0.307424936944804,0.88,0.767,0.000825214711870991,"3","Btf3"
"Fh1",5.5332611175055e-08,0.931846659770462,0.274,0.165,0.000887811746303758,"3","Fh1"
"Eif2s1",5.77352074506933e-08,0.737112785437954,0.319,0.203,0.000926361403546374,"3","Eif2s1"
"Rpl241",6.00569512020591e-08,0.376830105995854,0.689,0.56,0.000963613782037039,"3","Rpl24"
"Glrx2",6.19941883427129e-08,0.679185002002791,0.345,0.223,0.000994696751958828,"3","Glrx2"
"Sarnp1",6.34600254268322e-08,0.596855136489099,0.558,0.445,0.00101821610797352,"3","Sarnp"
"Rbm39",6.35367945246016e-08,0.308836361955162,0.866,0.79,0.00101944786814723,"3","Rbm39"
"Tma71",6.74478359423484e-08,0.471464937201885,0.621,0.508,0.00108220052769498,"3","Tma7"
"Zyx1",6.82887234421368e-08,0.296521542011434,0.57,0.408,0.00109569256762908,"3","Zyx"
"Cox5a",7.27148538547495e-08,0.287274184672035,0.635,0.495,0.00116670983009946,"3","Cox5a"
