"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Macf1",3.03501210159737e-30,0.895460109903895,0.821,0.629,4.86967691701298e-26,"3","Macf1"
"Uqcrb",3.20892092773195e-30,0.90798243184656,0.778,0.571,5.14871362854591e-26,"3","Uqcrb"
"Cox6a1",4.85362317124165e-30,0.860276920263693,0.781,0.562,7.78763837825723e-26,"3","Cox6a1"
"Tbxa2r",5.49543252713965e-30,1.92833011913336,0.265,0.08,8.81742148979557e-26,"3","Tbxa2r"
"Ndufc1",5.85831236559617e-30,0.932740129261795,0.772,0.523,9.39966219059905e-26,"3","Ndufc1"
"Crip11",8.80448869750781e-30,0.615450905411901,0.974,0.927,1.41268021151513e-25,"3","Crip1"
"Cd151",1.04277439927668e-29,1.2143995546675,0.55,0.28,1.67313152363943e-25,"3","Cd151"
"Srp14",1.17135967796992e-29,0.964927092546164,0.735,0.488,1.87944660330274e-25,"3","Srp14"
"Zeb22",1.17631790524978e-29,0.704109596843205,0.937,0.807,1.88740207897327e-25,"3","Zeb2"
"Igf11",1.55013372128279e-29,1.19180381289985,0.684,0.437,2.48718955579823e-25,"3","Igf1"
"Ndufa131",1.8028862323447e-29,0.776719613225361,0.877,0.682,2.89273095979707e-25,"3","Ndufa13"
"Col4a1",1.94275140596195e-29,0.630573474581912,0.963,0.865,3.11714463086594e-25,"3","Col4a1"
"Cdk8",2.08612772419123e-29,1.764490012823,0.316,0.113,3.34719193346483e-25,"3","Cdk8"
"Ehbp1l1",2.83242228088296e-29,1.4653242949702,0.436,0.198,4.54462154967671e-25,"3","Ehbp1l1"
"Atp5md",3.44471864574028e-29,0.873518438524505,0.764,0.542,5.52705106709028e-25,"3","Atp5md"
"Pip4k2a",4.04451215783431e-29,1.64518055009102,0.333,0.121,6.48941975724516e-25,"3","Pip4k2a"
"Smim26",8.54289566519683e-29,1.58143811870797,0.368,0.145,1.37070760948083e-24,"3","Smim26"
"Actg11",8.61631775766044e-29,0.519063444371635,0.96,0.898,1.38248818421662e-24,"3","Actg1"
"Plaat31",8.94880826148529e-29,1.19731533842557,0.538,0.285,1.43583628555531e-24,"3","Plaat3"
"Igsf101",9.60094150973234e-29,0.878611094974958,0.775,0.549,1.54047106523655e-24,"3","Igsf10"
"Peli2",9.77902007564796e-29,1.85048725083206,0.282,0.093,1.56904377113771e-24,"3","Peli2"
"Cst3",1.11554403611756e-28,0.594259291165354,0.954,0.873,1.78989040595062e-24,"3","Cst3"
"Kctd10",1.2013693464034e-28,1.47416734362138,0.416,0.184,1.92759711630425e-24,"3","Kctd10"
"Plcb3",1.28768933825681e-28,1.76115142829882,0.319,0.116,2.06609754323306e-24,"3","Plcb3"
"mt-Nd21",1.4459798488087e-28,0.490416905549394,0.991,0.973,2.32007466741355e-24,"3","mt-Nd2"
"Oxct1",1.6194798403043e-28,0.96437930746847,0.695,0.437,2.59845540376824e-24,"3","Oxct1"
"Vegfb",2.61032610648335e-28,1.58383864981481,0.396,0.169,4.18826823785253e-24,"3","Vegfb"
"Ndufa6",2.85394108761963e-28,0.879924813710446,0.764,0.532,4.57914847508569e-24,"3","Ndufa6"
"Cap1",6.70930499353985e-28,1.1686111624436,0.57,0.324,1.07650798621347e-23,"3","Cap1"
"Rassf3",8.8587851667474e-28,1.82053083476868,0.291,0.1,1.42139208000462e-23,"3","Rassf3"
"Dek",1.06961374482788e-27,0.910548795676164,0.772,0.554,1.71619525357633e-23,"3","Dek"
"Sem11",1.30533447358476e-27,0.735014168674127,0.889,0.731,2.09440916286675e-23,"3","Sem1"
"Purb",2.70176071057587e-27,0.952285680526996,0.732,0.502,4.33497506011898e-23,"3","Purb"
"Fat1",5.52482918562291e-27,1.25459956701142,0.507,0.26,8.86458842833197e-23,"3","Fat1"
"Pnpla2",8.15548686495816e-27,1.79456416693074,0.302,0.111,1.30854786748254e-22,"3","Pnpla2"
"Tspan18",9.31418517406764e-27,1.87474941500635,0.262,0.087,1.49446101117915e-22,"3","Tspan18"
"Ppp1r12c",1.50545052744228e-26,1.32470952024123,0.473,0.241,2.41549537128114e-22,"3","Ppp1r12c"
"Comt",1.58911813702453e-26,0.915540672473683,0.735,0.521,2.54974005085586e-22,"3","Comt"
"Unc45a",2.89383608866257e-26,1.52715981140704,0.368,0.157,4.64316000425909e-22,"3","Unc45a"
"Ryk",4.321535054125e-26,1.00182911232726,0.687,0.485,6.93390299434356e-22,"3","Ryk"
"Emd1",4.89706070973011e-26,1.22135166264262,0.567,0.335,7.85733390876196e-22,"3","Emd"
"Wdfy1",5.68601163647607e-26,1.54213662461316,0.396,0.181,9.12320567072585e-22,"3","Wdfy1"
"Pygb",6.78163792351851e-26,1.6062341832539,0.319,0.121,1.08811380482854e-21,"3","Pygb"
"Card191",6.90027384439442e-26,1.30758824349162,0.481,0.247,1.10714893833308e-21,"3","Card19"
"Atp2b4",7.19976832170967e-26,1.09128204365783,0.601,0.368,1.15520282721832e-21,"3","Atp2b4"
"Trnp11",1.82851398287999e-25,1.48520006122903,0.328,0.13,2.93385068553095e-21,"3","Trnp1"
"Syt13",2.40898275623122e-25,1.34133951302001,0.368,0.152,3.86521283237299e-21,"3","Syt13"
"Eif4ebp11",5.1336658195368e-25,1.20786305657494,0.521,0.286,8.2369668074468e-21,"3","Eif4ebp1"
"2900026A02Rik",6.26537253156778e-25,1.58747920307507,0.282,0.101,1.00527902269005e-20,"3","2900026A02Rik"
"Psmb61",8.6766126123276e-25,0.892308459961868,0.749,0.54,1.39216249364796e-20,"3","Psmb6"
"Cox7c1",8.85642612150871e-25,0.543636962324882,0.949,0.82,1.42101357119607e-20,"3","Cox7c"
"Rock1",2.01948725849949e-24,1.08607770705139,0.689,0.514,3.24026730626243e-20,"3","Rock1"
"Isl11",3.83574389041356e-24,1.30336314719539,0.41,0.188,6.15445107216855e-20,"3","Isl1"
"Naca1",3.89306520989799e-24,0.552110762980152,0.934,0.808,6.24642312928133e-20,"3","Naca"
"Ptms",4.55006732044212e-24,0.491884328621351,0.969,0.916,7.30058301564938e-20,"3","Ptms"
"Uqcr101",4.96798102271367e-24,0.707132258417826,0.803,0.621,7.97112555094409e-20,"3","Uqcr10"
"Syt11",5.16829207079131e-24,1.28385649336285,0.336,0.136,8.29252462758466e-20,"3","Syt11"
"Ndufa21",7.96626189338394e-24,0.710096931855423,0.818,0.663,1.27818672079345e-19,"3","Ndufa2"
"Uqcrh1",1.06171991654603e-23,0.594323622009971,0.909,0.746,1.7035296060981e-19,"3","Uqcrh"
"Malat1",1.62907401318602e-23,0.290886926265287,1,0.999,2.61384925415698e-19,"3","Malat1"
"Arhgap61",2.14251180896605e-23,1.2777282024024,0.456,0.241,3.43766019748604e-19,"3","Arhgap6"
"Qsox1",2.95326099558778e-23,0.801181021208735,0.672,0.42,4.73850726742059e-19,"3","Qsox1"
"Dnajc81",3.08341450621427e-23,0.883846265722251,0.675,0.45,4.94733857522079e-19,"3","Dnajc8"
"Atp5d1",3.29856940395726e-23,0.684868783339722,0.84,0.656,5.29255460864942e-19,"3","Atp5d"
"Id4",3.45997193166721e-23,2.01910901475999,0.305,0.121,5.55152496436004e-19,"3","Id4"
"Ndufa1",3.72793178464734e-23,0.809846835474704,0.729,0.507,5.98146654846666e-19,"3","Ndufa1"
"Atp5pb",4.61073381987621e-23,0.755484257480598,0.752,0.537,7.39792241399138e-19,"3","Atp5pb"
"Cd200",5.52610595474703e-23,1.1053273279467,0.39,0.175,8.86663700439161e-19,"3","Cd200"
"Nedd81",6.72620590654056e-23,0.678742764772073,0.798,0.619,1.07921973770443e-18,"3","Nedd8"
"Csnk1a1",6.98926725286632e-23,0.613110202381299,0.869,0.725,1.1214279307224e-18,"3","Csnk1a1"
"Enah",7.44570246282981e-23,1.12616289593307,0.487,0.262,1.19466296016104e-18,"3","Enah"
"Bzw2",1.08645637675527e-22,1.51565090038212,0.305,0.123,1.74321925650383e-18,"3","Bzw2"
"Rab5if1",1.21346763633061e-22,1.03319542695106,0.53,0.299,1.94700882249247e-18,"3","Rab5if"
"Enc1",1.36087878070964e-22,1.52891340965768,0.282,0.107,2.18353000364862e-18,"3","Enc1"
"Hint11",1.89533744485589e-22,0.578618577081772,0.9,0.761,3.04106893027128e-18,"3","Hint1"
"Nptn",2.47231301027305e-22,0.889739834350828,0.692,0.492,3.96682622498311e-18,"3","Nptn"
"Leprotl11",2.53996355664802e-22,0.974155382609843,0.533,0.309,4.07537152664175e-18,"3","Leprotl1"
"Arhgap421",2.54303058041932e-22,1.2064115430481,0.45,0.23,4.0802925662828e-18,"3","Arhgap42"
"Btbd7",6.62316969937351e-22,0.812215296799871,0.67,0.452,1.06268757826448e-17,"3","Btbd7"
"Atp5h1",6.82630160641401e-22,0.579991111563224,0.915,0.764,1.09528009274913e-17,"3","Atp5h"
"Arpc2",6.92589020926741e-22,0.714814631202314,0.803,0.66,1.11125908407696e-17,"3","Arpc2"
"Ift43",7.15504114942916e-22,1.33314874877748,0.407,0.207,1.14802635242591e-17,"3","Ift43"
"Kank1",7.7437091435635e-22,1.65996038571609,0.274,0.105,1.24247813208476e-17,"3","Kank1"
"Micos10",9.64510847984607e-22,0.706246573420219,0.755,0.558,1.5475576555913e-17,"3","Micos10"
"Cox7b",9.90390401386666e-22,0.740508755566436,0.695,0.498,1.58908139902491e-17,"3","Cox7b"
"Mif1",1.00017704404973e-21,0.951470783144092,0.65,0.443,1.60478406717779e-17,"3","Mif"
"Cavin11",1.1575869979031e-21,0.512943485730388,0.92,0.827,1.85734833813552e-17,"3","Cavin1"
"Ech1",1.16918164336212e-21,1.02818955436337,0.57,0.352,1.87595194677452e-17,"3","Ech1"
"Septin41",1.59089448005781e-21,0.725669348556509,0.439,0.205,2.55259019325275e-17,"3","Septin4"
"Tomm7",1.68192865310238e-21,0.685025407989998,0.826,0.672,2.69865452390276e-17,"3","Tomm7"
"Tead3",1.81882159560889e-21,1.68358003515503,0.296,0.121,2.91829925015446e-17,"3","Tead3"
"Vdac2",1.90635780791414e-21,0.958336633977341,0.595,0.385,3.05875110279824e-17,"3","Vdac2"
"Edf11",2.57532543901748e-21,0.620333810922023,0.795,0.607,4.13210966690355e-17,"3","Edf1"
"Ktn1",2.58510745757785e-21,0.956284613775511,0.638,0.435,4.14780491568366e-17,"3","Ktn1"
"Tle4",3.28869633210157e-21,1.24876905301273,0.399,0.193,5.27671326485697e-17,"3","Tle4"
"Nrep",3.77564758262735e-21,1.63560843340718,0.256,0.094,6.05802654632559e-17,"3","Nrep"
"Tanc1",3.94586646365662e-21,1.40997929929265,0.33,0.147,6.33114274093705e-17,"3","Tanc1"
"Atp5a1",5.17969361127134e-21,0.578092055696045,0.835,0.66,8.31081839928487e-17,"3","Atp5a1"
"Snrpd21",6.56835194912438e-21,0.940474132340574,0.607,0.407,1.05389207023701e-16,"3","Snrpd2"
"Chd6",8.00267756639687e-21,0.974969915600934,0.553,0.328,1.28402961552838e-16,"3","Chd6"
"Gjc1",8.74481406120369e-21,1.14734988574708,0.407,0.202,1.40310541612013e-16,"3","Gjc1"
"Ndufb10",1.21482603084562e-20,0.774381175414718,0.712,0.52,1.94918836649179e-16,"3","Ndufb10"
"Ywhaq",1.32967249390697e-20,0.768251496462811,0.738,0.56,2.13345951647373e-16,"3","Ywhaq"
"Ndufs61",1.94761076929978e-20,0.850272663464748,0.658,0.476,3.12494147934149e-16,"3","Ndufs6"
"Cops91",2.14616474747031e-20,0.90397300432179,0.615,0.416,3.44352133731611e-16,"3","Cops9"
"mt-Ta1",2.65715109449444e-20,0.866318365958535,0.558,0.324,4.26339893111633e-16,"3","mt-Ta"
"Rnf1521",3.05288068396691e-20,1.10586866757302,0.35,0.155,4.8983470574249e-16,"3","Rnf152"
"Dab2ip",3.080457824131e-20,1.01455069164013,0.527,0.316,4.94259457881819e-16,"3","Dab2ip"
"Myo1c",3.32069261735316e-20,1.09562277762634,0.493,0.299,5.32805130454314e-16,"3","Myo1c"
"Ankrd50",3.94481451292894e-20,1.18829805848308,0.387,0.188,6.32945488599448e-16,"3","Ankrd50"
"Vit1",3.99469171383484e-20,1.00513074525865,0.365,0.162,6.409482854848e-16,"3","Vit"
"Ccdc85b",4.00140368141878e-20,1.01785317003599,0.538,0.328,6.42025220683644e-16,"3","Ccdc85b"
"Mrpl331",4.2250161470949e-20,0.774941108323077,0.724,0.537,6.77903840801376e-16,"3","Mrpl33"
"Aspn1",4.74540934838739e-20,0.642035696566723,0.86,0.642,7.61400929948757e-16,"3","Aspn"
"Rybp",5.06392289809519e-20,1.24874959426187,0.413,0.215,8.12506428999374e-16,"3","Rybp"
"mt-Nd11",6.53538038485063e-20,0.381535507177191,0.986,0.964,1.04860178274928e-15,"3","mt-Nd1"
"Psma21",6.54114053491201e-20,0.837104661887802,0.704,0.52,1.04952599882663e-15,"3","Psma2"
"Syne11",6.70404043282539e-20,0.570617692334367,0.778,0.569,1.07566328744683e-15,"3","Syne1"
"Ndufb111",6.72677252855207e-20,0.682044044933264,0.772,0.571,1.07931065220618e-15,"3","Ndufb11"
"Rcan21",6.84190110042381e-20,1.25746697685445,0.422,0.219,1.097783031563e-15,"3","Rcan2"
"Pdgfa",8.11948973024085e-20,0.799368680160671,0.302,0.128,1.30277212721714e-15,"3","Pdgfa"
"Bnip2",9.27284596684553e-20,0.978592203111191,0.567,0.35,1.48782813538036e-15,"3","Bnip2"
"Son",1.06256682956915e-19,0.51188793534948,0.943,0.829,1.7048884780437e-15,"3","Son"
"Reep31",1.06442558199945e-19,0.824874678305684,0.692,0.502,1.70787084631812e-15,"3","Reep3"
"Zbtb38",1.55335485371182e-19,1.12522650960085,0.464,0.26,2.49235786278061e-15,"3","Zbtb38"
"Snrnp27",1.8310579751491e-19,0.943189995205735,0.607,0.394,2.93793252112673e-15,"3","Snrnp27"
"Olfml2b1",1.91796084869343e-19,0.859570775204642,0.604,0.396,3.07736818172861e-15,"3","Olfml2b"
"Setbp1",1.94833622498437e-19,1.21743061350203,0.396,0.2,3.12610547298743e-15,"3","Setbp1"
"4930523C07Rik",2.0209459963118e-19,1.17047446618133,0.442,0.247,3.24260785108229e-15,"3","4930523C07Rik"
"Col4a2",2.64065510026191e-19,0.562832169010123,0.858,0.718,4.23693110837024e-15,"3","Col4a2"
"Ndufa11",3.05008397107969e-19,0.74852658499441,0.758,0.559,4.89385973159736e-15,"3","Ndufa11"
"Camk2g",3.06134432840907e-19,1.39551553642846,0.274,0.111,4.91192697493235e-15,"3","Camk2g"
"Ahr",3.15739895508478e-19,1.38367662593232,0.265,0.103,5.06604662343352e-15,"3","Ahr"
"Syne2",3.54187081179507e-19,0.973354684703609,0.493,0.282,5.68293171752519e-15,"3","Syne2"
"S100a61",3.73627874468248e-19,0.42680908904813,0.991,0.972,5.99485924584303e-15,"3","S100a6"
"Cox20",5.15483876346484e-19,0.982032512790523,0.55,0.349,8.27093879597933e-15,"3","Cox20"
"Nacc2",5.77564515448335e-19,1.07827115258051,0.33,0.146,9.26702265036853e-15,"3","Nacc2"
"Calm1",7.50913443727203e-19,0.459088735875598,0.94,0.849,1.2048406204603e-14,"3","Calm1"
"Pdlim5",9.55003517367861e-19,1.10112931539819,0.407,0.215,1.53230314361673e-14,"3","Pdlim5"
"Ndufb3",1.01575883795834e-18,0.902264632545202,0.561,0.355,1.62978505550415e-14,"3","Ndufb3"
"Arhgef25",1.46124180537961e-18,1.04325908378986,0.462,0.265,2.34456247673159e-14,"3","Arhgef25"
"Calhm51",1.62056821108609e-18,1.2258363860123,0.368,0.181,2.60020169468763e-14,"3","Calhm5"
"Hmgn1",2.06972648398328e-18,0.603511990361898,0.838,0.694,3.32087614355118e-14,"3","Hmgn1"
"Hmg20b",2.15639237839274e-18,0.941192672166455,0.536,0.336,3.45993157113115e-14,"3","Hmg20b"
"Atp5g3",2.30808144696376e-18,0.704879200617,0.715,0.534,3.70331668165335e-14,"3","Atp5g3"
"Eif1ax1",2.63519743719525e-18,0.901108113293026,0.561,0.362,4.22817428797978e-14,"3","Eif1ax"
"Serbp1",2.67956750741465e-18,0.498231082635765,0.877,0.762,4.2993660656468e-14,"3","Serbp1"
"Ehd2",2.83247008137119e-18,0.809850121256618,0.65,0.444,4.54469824556007e-14,"3","Ehd2"
"Mical1",3.59598501947099e-18,1.25196003533395,0.342,0.163,5.76975796374121e-14,"3","Mical1"
"Stip1",3.92340259914008e-18,1.22757161443249,0.37,0.187,6.29509947032026e-14,"3","Stip1"
"Nrp21",4.01845900369306e-18,0.637448294478569,0.59,0.358,6.44761747142552e-14,"3","Nrp2"
"Sox4",4.4021019920194e-18,1.08536765056383,0.473,0.267,7.06317264619513e-14,"3","Sox4"
"Sh3bgrl1",5.50248576091478e-18,0.783248568946072,0.692,0.514,8.82873840338776e-14,"3","Sh3bgrl"
"Lims2",5.62207291749853e-18,1.33956337687032,0.302,0.135,9.02061599612639e-14,"3","Lims2"
"Mrps24",5.63476245508316e-18,0.902312848725093,0.57,0.373,9.04097635918093e-14,"3","Mrps24"
"Esyt21",6.28248554789952e-18,0.95623219652333,0.604,0.41,1.00802480616048e-13,"3","Esyt2"
"Septin91",6.74046130565592e-18,1.0278097460992,0.379,0.187,1.08150701649249e-13,"3","Septin9"
"Pros11",6.81836189465887e-18,0.893840389858068,0.601,0.409,1.09400616599802e-13,"3","Pros1"
"Fkbp41",7.90973671877731e-18,1.05255823276397,0.427,0.232,1.26911725652782e-13,"3","Fkbp4"
"Rit11",8.12743360866956e-18,1.26615817456596,0.382,0.204,1.30404672251103e-13,"3","Rit1"
"Ppp1r18",9.9589720533458e-18,1.06052754609115,0.41,0.217,1.59791706595933e-13,"3","Ppp1r18"
"Sumo21",1.01766789255112e-17,0.608003027353039,0.792,0.618,1.63284813359827e-13,"3","Sumo2"
"Vegfc",1.09040970460277e-17,1.2970738799102,0.268,0.111,1.74956237103514e-13,"3","Vegfc"
"Ate1",1.25522550322562e-17,1.1449763697907,0.379,0.196,2.01400931992551e-13,"3","Ate1"
"Ndufv2",1.29290457838068e-17,0.822030590816808,0.587,0.397,2.07446539601181e-13,"3","Ndufv2"
"Irak1bp1",1.46306156635064e-17,1.3084693991454,0.311,0.146,2.3474822832096e-13,"3","Irak1bp1"
"Ndufb51",1.56355513698917e-17,0.758879927311868,0.632,0.441,2.50872421729912e-13,"3","Ndufb5"
"Mdh2",1.6505446380046e-17,0.796967895880498,0.627,0.419,2.64829887167839e-13,"3","Mdh2"
"Cct7",2.09932718106052e-17,0.813529696839538,0.598,0.396,3.36837046201161e-13,"3","Cct7"
"Tubb61",2.10214668356204e-17,0.654300022375075,0.687,0.471,3.37289435377529e-13,"3","Tubb6"
"Ybx11",2.11486942276445e-17,0.490361542248817,0.909,0.811,3.39330798882556e-13,"3","Ybx1"
"Eif4e3",2.17888192897619e-17,1.23997541519545,0.305,0.138,3.4960160550423e-13,"3","Eif4e3"
"Mprip",2.38440973432581e-17,0.681518555470336,0.752,0.602,3.82578541872577e-13,"3","Mprip"
"Hoxa10",2.73647452371433e-17,1.09086469224426,0.387,0.199,4.39067337329964e-13,"3","Hoxa10"
"Pkm1",2.78999871192884e-17,0.653788091787047,0.741,0.551,4.47655293328982e-13,"3","Pkm"
"Aldoa",3.41198471451064e-17,0.571728110441205,0.843,0.68,5.47452947443232e-13,"3","Aldoa"
"Tbcb",3.59920842166061e-17,0.842666605057365,0.59,0.401,5.77492991255444e-13,"3","Tbcb"
"Lamtor51",5.01632632862569e-17,0.952328379497112,0.487,0.292,8.04869559427992e-13,"3","Lamtor5"
"Tpp1",5.01855823544151e-17,1.04180899674709,0.45,0.261,8.0522766887659e-13,"3","Tpp1"
"G3bp2",5.31705464960992e-17,0.929697697625436,0.513,0.323,8.53121418529911e-13,"3","G3bp2"
"Pitpna",6.51311376528372e-17,0.847106684102354,0.601,0.416,1.04502910363977e-12,"3","Pitpna"
"Smim11",6.78130483940241e-17,0.753346803411912,0.627,0.43,1.08806036148212e-12,"3","Smim11"
"Hoxa13",6.90863732322156e-17,1.414407612163,0.262,0.112,1.1084908585109e-12,"3","Hoxa13"
"Suclg1",7.72947288597294e-17,0.884175586583131,0.479,0.285,1.24019392455436e-12,"3","Suclg1"
"Atp5mpl",8.61983285646746e-17,0.62567372871907,0.707,0.526,1.3830521818202e-12,"3","Atp5mpl"
"Atp2a2",1.03958167019932e-16,0.501442293070431,0.764,0.589,1.6680087898348e-12,"3","Atp2a2"
"Timm17a1",1.09391536663761e-16,1.12726083236999,0.425,0.244,1.75518720577004e-12,"3","Timm17a"
"Wtip",1.16165641638864e-16,1.2751343917005,0.365,0.193,1.86387772009558e-12,"3","Wtip"
"Dync1i21",1.2161903883035e-16,0.462779891896312,0.835,0.698,1.95137747803297e-12,"3","Dync1i2"
"Cox6b1",1.78947486078528e-16,0.556581402459899,0.821,0.664,2.87121241412999e-12,"3","Cox6b1"
"Aco2",2.02643940885623e-16,0.85767714217486,0.47,0.274,3.25142203150983e-12,"3","Aco2"
"Ndufs7",2.0722889746319e-16,0.724432571273153,0.661,0.474,3.32498765979688e-12,"3","Ndufs7"
"Arl31",2.1016000581558e-16,0.937549840565588,0.501,0.32,3.37201729331099e-12,"3","Arl3"
"Mpzl11",2.64919841186007e-16,1.04543809786579,0.393,0.209,4.25063885182948e-12,"3","Mpzl1"
"Ndufs81",2.82300635515163e-16,0.855714593707637,0.51,0.316,4.5295136968408e-12,"3","Ndufs8"
"Psmb51",3.6682419765995e-16,0.849998176924091,0.578,0.385,5.8856942514539e-12,"3","Psmb5"
"Pgam1",3.86914753253564e-16,0.745277094515123,0.604,0.414,6.20804721595344e-12,"3","Pgam1"
"Tprgl",4.65284347054099e-16,0.80185027539636,0.618,0.45,7.46548734848302e-12,"3","Tprgl"
"Pdcd5",6.07956487051017e-16,0.821453013773207,0.573,0.409,9.75466183473357e-12,"3","Pdcd5"
"Id2",6.11478948404084e-16,0.742201193175593,0.433,0.24,9.81117972714353e-12,"3","Id2"
"Hpf1",6.32412801227416e-16,1.25860078798622,0.339,0.174,1.01470633956939e-11,"3","Hpf1"
"Gnao1",6.94188786801506e-16,1.14776118566956,0.256,0.11,1.11382590842302e-11,"3","Gnao1"
"Bnip31",8.791742740044e-16,1.28468391437095,0.328,0.164,1.41063512264006e-11,"3","Bnip3"
"Tead1",9.03974571371335e-16,0.813787527543747,0.584,0.388,1.45042719976531e-11,"3","Tead1"
"BC031181",9.17291011636265e-16,0.852692935810974,0.49,0.297,1.47179342817039e-11,"3","BC031181"
"Capzb",9.73486690543081e-16,0.646087217703768,0.729,0.564,1.56195939497637e-11,"3","Capzb"
"Ssbp2",1.0022297209502e-15,0.913205501669088,0.484,0.302,1.60807758726459e-11,"3","Ssbp2"
"Scp2",1.07904465505037e-15,0.997926881965061,0.436,0.26,1.73132714902831e-11,"3","Scp2"
"Polr2f",1.16640898435287e-15,0.873407124484215,0.547,0.373,1.87150321539418e-11,"3","Polr2f"
"Clic41",1.30249525256355e-15,0.549626471736973,0.764,0.589,2.08985363273821e-11,"3","Clic4"
"Capza2",1.55105504073685e-15,0.689551386670582,0.684,0.534,2.48866781286228e-11,"3","Capza2"
"Mrpl201",1.59084605097919e-15,0.815545319530104,0.544,0.359,2.55251248879612e-11,"3","Mrpl20"
"mt-Nd51",1.85459764297231e-15,0.479465531154694,0.88,0.771,2.97570191814907e-11,"3","mt-Nd5"
"Rpap3",2.88983816791589e-15,1.40366494143414,0.265,0.123,4.63674534042104e-11,"3","Rpap3"
"Akt3",3.25982650907633e-15,1.36923088429276,0.251,0.111,5.23039163381297e-11,"3","Akt3"
"Kif13a",3.26192877004132e-15,1.20597631049904,0.279,0.128,5.2337647115313e-11,"3","Kif13a"
"Cirbp1",3.36312404346308e-15,0.822688624048582,0.564,0.383,5.39613252773651e-11,"3","Cirbp"
"Smpd2",3.51074775699444e-15,1.36830703717906,0.279,0.134,5.63299477609759e-11,"3","Smpd2"
"Inpp5a",5.56809743024459e-15,1.0486774534927,0.373,0.207,8.93401232682744e-11,"3","Inpp5a"
"Romo1",5.71624979703035e-15,0.523657879050501,0.815,0.658,9.17172279933519e-11,"3","Romo1"
"Slc8a1",6.04498054287083e-15,0.816925640918221,0.43,0.247,9.69917128103625e-11,"3","Slc8a1"
"Atp6v0d1",6.11304688577677e-15,0.82012466028993,0.53,0.349,9.80838372822883e-11,"3","Atp6v0d1"
"Ndufb2",6.79669041559221e-15,0.802390055768051,0.595,0.432,1.09052897718177e-10,"3","Ndufb2"
"Ndrg2",7.29007131532304e-15,0.967400615975221,0.368,0.196,1.16969194254358e-10,"3","Ndrg2"
"Gstm11",7.66870567503828e-15,0.436322178053405,0.932,0.823,1.23044382555989e-10,"3","Gstm1"
"Ptov1",8.00602417439345e-15,0.739378913075771,0.635,0.467,1.28456657878143e-10,"3","Ptov1"
"Tnrc18",8.75190602788004e-15,0.828002061921278,0.51,0.335,1.40424332217335e-10,"3","Tnrc18"
"Arpp191",8.89139831411875e-15,0.699568333944218,0.652,0.479,1.42662485950035e-10,"3","Arpp19"
"Atp6v1d",9.46956242170121e-15,1.10848970701585,0.385,0.224,1.51939129056196e-10,"3","Atp6v1d"
"Sytl2",1.29168557108174e-14,1.09155592081809,0.33,0.169,2.07250949880065e-10,"3","Sytl2"
"Ntn1",1.36315142344413e-14,0.66629625249003,0.65,0.46,2.18717645891611e-10,"3","Ntn1"
"Pja2",1.58504580962167e-14,0.925895622463919,0.513,0.347,2.54320600153796e-10,"3","Pja2"
"Atp5o.1",1.73897390519389e-14,0.618981667815948,0.675,0.492,2.7901836308836e-10,"3","Atp5o.1"
"Rell1",1.95428010524399e-14,1.12803411964588,0.39,0.226,3.13564242886398e-10,"3","Rell1"
"Psmc3",2.47257420038467e-14,0.692465780648603,0.655,0.483,3.9672453045172e-10,"3","Psmc3"
"Nedd4",2.51084009457211e-14,0.3794867743248,0.972,0.899,4.02864293174094e-10,"3","Nedd4"
"Gpx41",2.82478142587316e-14,0.656647787234884,0.695,0.51,4.53236179781349e-10,"3","Gpx4"
"Fendrr",3.77665130099726e-14,0.959875217279232,0.316,0.158,6.0596370124501e-10,"3","Fendrr"
"Tomm201",3.87880443280398e-14,0.673553791371748,0.587,0.404,6.22354171243398e-10,"3","Tomm20"
"Psmb7",3.9204804001655e-14,0.891026647799024,0.47,0.302,6.29041080206554e-10,"3","Psmb7"
"Psmd7",4.28592426561119e-14,0.640940647417928,0.652,0.499,6.87676548417315e-10,"3","Psmd7"
"Hras",4.96171607698219e-14,1.01898675119388,0.419,0.254,7.96107344551792e-10,"3","Hras"
"Orai1",5.25148904146564e-14,1.18444804004186,0.302,0.155,8.42601416703163e-10,"3","Orai1"
"Pttg11",5.32430953828956e-14,0.897733353902785,0.47,0.298,8.5428546541856e-10,"3","Pttg1"
"Clic1",7.49678516423265e-14,0.505130430884431,0.806,0.652,1.20285917960113e-09,"3","Clic1"
"Mrfap1",8.78417444187144e-14,0.51643152274911,0.789,0.645,1.40942078919827e-09,"3","Mrfap1"
"Nmt1",8.85431682595728e-14,0.631660464836407,0.678,0.509,1.42067513472485e-09,"3","Nmt1"
"Morf4l1",9.70250145403378e-14,0.479959734093767,0.863,0.769,1.55676635829972e-09,"3","Morf4l1"
"Atp2c1",1.22374123073692e-13,0.964502884907809,0.322,0.167,1.96349280471739e-09,"3","Atp2c1"
"Pnkd",1.25638372996031e-13,1.11403234130003,0.396,0.242,2.01586769472132e-09,"3","Pnkd"
"Fkbp21",1.36071553180842e-13,0.649352397647771,0.675,0.537,2.1832680707866e-09,"3","Fkbp2"
"Fstl31",1.38678162244023e-13,0.823310253882238,0.436,0.267,2.22509111320535e-09,"3","Fstl3"
"Afap11",1.69632341927072e-13,0.764094940504555,0.504,0.337,2.72175092621988e-09,"3","Afap1"
